emp_title,emp_length,state,homeownership,annual_income,verified_income,delinq_2y,months_since_last_delinq,num_historical_failed_to_pay,total_debit_limit,account_never_delinq_percent,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,paid_principal,paid_interest,paid_late_fees
hvac mechanic,7,FL,MORTGAGE,60000,Source Verified,0,77,1,17400,95.7,1,debt_consolidation,individual,10000,36,11.99,332.1,Current,8815.65,1703.8,1184.35,519.45,0
engineer assistant ,0,CA,RENT,50000,Source Verified,4,12,0,16100,68.4,0,credit_card,individual,10000,36,13.59,339.79,Current,9078.33,1351.61,921.67,429.94,0
senior quality analyst,9,IN,MORTGAGE,91000,Not Verified,0,NA,0,60500,100,0,debt_consolidation,individual,15000,36,7.35,465.57,Current,12832.7,2593.88,2167.3,426.58,0
production,10,MN,MORTGAGE,75000,Source Verified,0,32,0,35100,70.6,0,major_purchase,individual,24000,60,10.42,514.91,Current,22440.6,2539.82,1559.4,980.42,0
it director,10,CA,MORTGAGE,182000,Source Verified,0,25,0,25500,84.6,0,debt_consolidation,individual,40000,36,7.97,1252.91,Current,36011.51,4976.22,3988.49,987.73,0
,NA,TX,MORTGAGE,65000,Not Verified,0,29,0,59500,92.6,0,debt_consolidation,individual,25000,60,9.92,530.2,Current,24350.26,1046.62,649.74,396.88,0
sales manager,4,NC,MORTGAGE,121500,Verified,0,NA,0,50400,100,0,debt_consolidation,joint,32175,36,12.61,1078.07,Current,29931.7,3189.13,2243.3,945.83,0
owner,4,MS,MORTGAGE,170000,Not Verified,0,NA,0,34600,100,0,debt_consolidation,individual,25000,60,9.93,530.32,Current,23355.79,2624.02,1644.21,979.81,0
journeyman union plumber,2,NY,RENT,70000,Not Verified,0,NA,0,16500,100,0,debt_consolidation,individual,24000,60,14.07,559.31,Current,23156.46,1640.41,843.54,796.87,0
service technician ,5,TX,OWN,60000,Source Verified,0,32,0,6000,75,0,credit_card,individual,15000,60,14.08,349.65,Current,14293.08,1386.87,706.92,679.95,0
executive director,1,NY,MORTGAGE,100000,Source Verified,0,45,0,36000,92.1,0,other,individual,36000,60,12.62,812.13,Current,33786.28,4035.41,2213.72,1821.69,0
management,10,OR,RENT,68000,Source Verified,0,NA,0,180850,100,0,debt_consolidation,individual,20000,60,16.02,486.58,Current,18872.39,2388.4,1127.61,1260.79,0
sales,10,TX,MORTGAGE,65000,Not Verified,0,NA,0,26800,92.3,0,debt_consolidation,joint,30000,60,14.07,699.14,Current,28945.56,2073.97,1054.44,1019.53,0
customs specialist,0,NY,MORTGAGE,42500,Source Verified,0,NA,0,3000,100,0,debt_consolidation,individual,11000,36,18.06,398.01,Current,1660.07,9814.99,9339.93,475.06,0
personal banker,2,CA,RENT,52000,Not Verified,0,75,0,26200,94.7,0,credit_card,individual,15000,60,14.08,349.65,Current,14111.13,1736.52,888.87,847.65,0
assistant controller ,2,GA,RENT,68250,Source Verified,0,70,0,22200,100,0,credit_card,individual,13500,60,16.02,328.44,Current,12895.16,1289.73,604.84,684.89,0
physical therapist assistant ,3,AL,MORTGAGE,55000,Source Verified,0,NA,0,7000,100,0,debt_consolidation,individual,10000,60,11.99,222.4,Current,9375.22,1105.34,624.78,480.56,0
office manager/ bookkeeper,10,FL,OWN,85000,Not Verified,0,NA,0,70400,100,0,credit_card,individual,25000,36,6.72,768.74,Fully Paid,0,25477.71419,25000,477.71,0
pilot,10,MI,MORTGAGE,318000,Source Verified,0,NA,1,7100,100,1,debt_consolidation,individual,25000,60,19.03,648.93,Fully Paid,0,26813.83503,25000,1813.84,0
service technician ,7,CO,OWN,95000,Source Verified,0,NA,0,37800,100,0,debt_consolidation,individual,28000,36,6.71,860.86,Current,25875.28,2572.14,2124.72,447.42,0
physician extender ,2,SC,RENT,71000,Not Verified,0,NA,0,24400,100,0,credit_card,individual,10000,36,6.07,304.54,Current,9234.27,920.37,765.73,154.64,0
yard specialist,3,NC,MORTGAGE,41200,Source Verified,0,55,0,12000,85,0,other,individual,10000,36,7.35,310.38,Current,8488.64,1824.43,1511.36,313.07,0
,NA,NC,RENT,44088,Not Verified,0,NA,1,19100,100,1,debt_consolidation,individual,10000,36,13.59,339.79,Current,9078.33,1351.61,921.67,429.94,0
bartender,0,WA,RENT,15000,Source Verified,0,NA,0,18900,100,0,debt_consolidation,individual,2500,36,13.59,84.95,Current,2210.33,420.03,289.67,130.36,0
lease operator,0,LA,OWN,95000,Not Verified,0,NA,0,27500,100,0,other,individual,6500,36,5.31,195.72,Current,5996.91,592.91,503.09,89.82,0
dean of humanities and the arts,9,NE,RENT,88000,Source Verified,0,58,0,3000,100,0,debt_consolidation,individual,10000,36,7.97,313.23,Fully Paid,0,10220.62445,10000,220.62,0
rn,10,CO,MORTGAGE,65000,Source Verified,0,NA,1,18800,100,1,debt_consolidation,joint,14500,36,7.35,450.05,Current,12671.55,2238.41,1828.45,409.96,0
instructor,6,CA,RENT,80000,Verified,0,NA,3,7600,100,1,house,individual,40000,36,11.99,1328.39,Current,35262.66,6761.85,4737.34,2024.51,0
manager,5,FL,RENT,45000,Not Verified,0,34,0,29500,95,0,other,individual,16000,36,16.02,562.68,Current,14575.47,2236.48,1424.53,811.95,0
sales,10,CA,RENT,150000,Source Verified,0,NA,1,14100,100,1,debt_consolidation,joint,14000,36,9.93,451.29,Current,12610.69,1869.63,1389.31,435.2,45.12
finance manager,1,FL,RENT,69000,Not Verified,0,63,0,26500,95.7,0,debt_consolidation,individual,10000,36,19.42,368.69,Fully Paid,0,10447.78098,10000,447.78,0
crisis counselor,10,KY,MORTGAGE,35000,Not Verified,0,NA,0,44700,100,0,debt_consolidation,individual,2400,36,7.96,75.17,Current,2221.07,223.39,178.93,44.46,0
senior mechanical assembler,3,CA,MORTGAGE,39000,Source Verified,0,81,0,17000,92.3,0,debt_consolidation,joint,17000,36,13.59,577.65,Current,15030.26,2875.41,1969.74,905.67,0
maintenance director,8,AR,OWN,90000,Verified,0,NA,2,8000,100,1,credit_card,joint,24000,36,12.61,804.16,Current,22326.66,2426.96,1673.34,753.62,0
,NA,NJ,MORTGAGE,82000,Verified,1,5,0,7500,82.1,0,other,individual,20000,36,19.03,733.43,Current,18294.92,2912.58,1705.08,1207.5,0
supervisor,10,TX,RENT,82000,Source Verified,0,NA,0,26700,100,0,credit_card,individual,30000,36,16.01,1054.86,Current,28009.85,3137.9,1990.15,1147.75,0
microbiology labratory security,0,CA,OWN,27000,Not Verified,0,NA,0,15000,100,0,other,individual,3600,36,6.72,110.7,Current,3142.2,552.16,457.8,94.36,0
telecommunications analyst,3,TX,MORTGAGE,92000,Not Verified,0,NA,1,37200,100,1,home_improvement,individual,20000,36,6.07,609.08,Current,18468.54,1800.27,1531.46,268.81,0
medical secretary ,6,NJ,MORTGAGE,45000,Source Verified,2,19,0,8300,76.5,0,debt_consolidation,joint,8000,36,15.05,277.52,Current,7091.56,1380.91,908.44,472.47,0
financial service specialist,1,CA,RENT,40000,Source Verified,0,NA,0,23800,100,0,credit_card,individual,16000,36,6.07,487.26,Current,14774.84,1450.99,1225.16,225.83,0
consultant,1,NC,MORTGAGE,170000,Verified,0,NA,0,57200,100,0,debt_consolidation,individual,24000,36,13.58,815.38,Current,22350.13,2428.03,1649.87,778.16,0
cook / server,5,CA,RENT,30000,Source Verified,0,NA,0,6500,100,0,credit_card,individual,2000,36,10.42,64.93,Current,1807.25,258.56,192.75,65.81,0
business analyst ,3,NY,RENT,52500,Source Verified,1,18,0,4800,87.5,0,other,individual,2000,36,11.98,66.41,Current,1859.35,196.57,140.65,55.92,0
cook,8,CA,RENT,25000,Source Verified,1,16,0,29100,91.3,0,vacation,individual,6500,36,9.43,208.01,Current,6025.5,617.22,474.5,142.72,0
setup operator,6,SC,RENT,70000,Not Verified,0,NA,0,25400,100,0,debt_consolidation,individual,8000,36,16.02,281.34,Current,7287.73,1107.56,712.27,395.29,0
,NA,AL,RENT,16000,Verified,0,NA,0,2000,100,0,debt_consolidation,individual,7000,36,18.06,253.28,Current,6394.79,1006.1,605.21,400.89,0
analyst,2,VA,RENT,125000,Source Verified,0,NA,0,78500,100,0,credit_card,individual,25000,60,12.61,563.85,Current,24087.05,1674.04,912.95,761.09,0
supervisor ,10,CA,MORTGAGE,60000,Source Verified,0,NA,0,35900,100,0,debt_consolidation,individual,15000,60,14.07,349.57,Current,14472.78,1088.25,527.22,561.03,0
research programmer / analyst,2,NC,RENT,100000,Source Verified,0,29,0,49300,89.5,0,debt_consolidation,individual,35000,36,10.42,1136.27,Current,29736.97,6640.83,5263.03,1377.8,0
rapid prototyping manager,3,CA,RENT,205000,Source Verified,1,21,1,4000,84.6,1,debt_consolidation,individual,26000,36,10.42,844.09,Current,22854.22,4205.4,3145.78,1059.62,0
warehouse general,10,MI,MORTGAGE,45000,Source Verified,0,NA,1,24900,100,1,debt_consolidation,individual,12000,60,17.47,301.28,Current,11614.7,880.55,385.3,495.25,0
pharmacy tech ,2,CA,RENT,26448,Not Verified,0,NA,0,8000,100,0,credit_card,individual,10000,60,10.91,216.98,Current,9358.12,1078.84,641.88,436.96,0
aviation inspector,10,CA,MORTGAGE,90000,Not Verified,0,NA,0,49100,100,0,home_improvement,individual,15000,36,5.32,451.73,Current,13056.7,2249.78,1943.3,306.48,0
realtor / assistant,5,NJ,MORTGAGE,80000,Not Verified,0,56,0,18200,74.1,0,credit_card,joint,14000,60,9.44,293.62,Current,13068.02,1460.76,931.98,528.78,0
paralegal ,10,GA,MORTGAGE,60000,Source Verified,1,7,0,26800,95.5,0,debt_consolidation,joint,15000,36,9.44,480.08,Current,13905.19,1432.37,1094.81,337.56,0
accountant,5,NY,RENT,60000,Not Verified,0,33,0,16200,93.3,0,debt_consolidation,individual,10000,36,14.08,342.17,Current,9084.7,1353.04,915.3,437.74,0
cashier,3,WA,RENT,25000,Not Verified,0,25,1,18200,95.7,1,debt_consolidation,individual,5000,36,7.35,155.19,Current,4369.5,771.87,630.5,141.37,0
owner,10,GA,RENT,74000,Not Verified,0,NA,0,56200,100,0,small_business,individual,28125,60,12.62,634.48,Current,26395.51,3132.96,1729.49,1403.47,0
contract specialist ,10,MD,RENT,119568,Verified,0,NA,0,9400,100,0,debt_consolidation,individual,10000,36,15.04,346.85,Current,9327.09,1023.84,672.91,350.93,0
,NA,TX,MORTGAGE,20000,Source Verified,0,NA,0,10000,100,0,other,individual,10000,60,9.92,212.08,Current,9608.54,652.78,391.46,261.32,0
chief financial officer,2,MA,MORTGAGE,151000,Verified,0,28,0,64400,86.7,0,home_improvement,individual,40000,60,10.9,867.71,Current,38473.08,2578.91,1526.92,1051.99,0
officer of corporation,6,CA,RENT,70000,Not Verified,0,NA,0,26700,100,0,credit_card,individual,10000,36,6.72,307.5,Current,9241.27,918.77,758.73,160.04,0
kitchen designer,4,ME,OWN,35000,Verified,0,NA,0,19300,100,0,debt_consolidation,individual,8000,36,5.32,240.92,Current,6920.52,1207.77,1079.48,128.29,0
regional manager ,2,NY,RENT,84000,Verified,0,NA,0,3000,100,0,house,individual,35000,60,11.99,778.38,Late (31-120 days),33701.09,2311.83,1298.91,1012.92,0
executive chef,2,CA,MORTGAGE,200000,Source Verified,0,NA,0,104100,100,0,debt_consolidation,individual,20000,36,5.32,602.3,Current,17931.76,2394.42,2068.24,326.18,0
telecommunications tech ,5,FL,OWN,25000,Verified,0,NA,0,23500,100,0,debt_consolidation,individual,9000,36,10.41,292.15,Current,8047.14,1166.04,952.86,213.18,0
finisher,0,VT,RENT,60000,Source Verified,0,NA,0,6000,100,0,debt_consolidation,individual,20000,60,14.07,466.1,Current,19534.08,916.57,465.92,450.65,0
operations manager,10,NJ,RENT,65000,Not Verified,0,NA,0,55900,100,0,debt_consolidation,individual,3000,36,6.07,91.37,Current,2692.9,363.46,307.1,56.36,0
grocery clerk,3,OR,RENT,15000,Verified,0,NA,0,9200,100,0,credit_card,joint,8000,36,9.93,257.88,Current,7223.7,1051.39,776.3,275.09,0
mechanic,10,TX,OWN,52000,Source Verified,0,NA,0,4100,100,0,major_purchase,individual,10000,36,11.99,332.1,Current,2700.05,7516.29,7299.95,216.34,0
services coordinator,2,ME,RENT,44000,Verified,0,79,1,2900,94.4,1,major_purchase,individual,5000,36,6.71,153.73,Current,4620.57,459.33,379.43,79.9,0
,NA,MA,MORTGAGE,145000,Not Verified,0,33,0,95600,91.4,0,debt_consolidation,individual,15000,36,5.31,451.66,Current,13839.02,1350.56,1160.98,189.58,0
renewal specialist,1,IL,RENT,48000,Not Verified,0,28,0,32000,95.8,0,debt_consolidation,individual,10000,60,13.59,230.57,Current,9522.69,914.73,477.31,437.42,0
associate medical director,2,CT,OWN,100000,Source Verified,0,NA,1,15000,100,1,home_improvement,individual,40000,36,10.9,1307.66,Current,37141.21,4007.76,2858.79,1148.97,0
,NA,NE,RENT,35000,Source Verified,0,60,0,14200,88.2,0,other,individual,3000,36,12.62,100.54,Current,2719.66,400.06,280.34,119.72,0
junior graphic designer,0,OH,RENT,33000,Not Verified,0,NA,0,9100,100,0,credit_card,individual,1500,36,10.42,48.7,Current,1355.43,193.93,144.57,49.36,0
ceo president,10,GA,MORTGAGE,196000,Not Verified,0,NA,0,40000,100,0,credit_card,individual,28000,36,15.05,971.32,Current,25472.33,3861.87,2527.67,1334.2,0
graphic designer,7,CA,RENT,76000,Not Verified,0,NA,0,21300,100,0,debt_consolidation,individual,8000,36,6.71,245.96,Current,6939.85,1222.88,1060.15,162.73,0
accounting assistant,5,FL,RENT,49000,Source Verified,0,NA,1,22500,100,1,debt_consolidation,individual,20000,60,21.45,546.15,Current,19224.93,2160.77,775.07,1385.7,0
group creative director,0,NY,MORTGAGE,275000,Source Verified,0,NA,0,103100,100,0,debt_consolidation,individual,40000,36,9.44,1280.2,Current,37080.55,3935,2919.45,1015.55,0
forming operator,4,NY,MORTGAGE,80000,Verified,1,15,0,29200,94.9,0,debt_consolidation,individual,11000,36,11.99,365.31,Current,9323.13,2087.58,1676.87,410.71,0
large format printing lead,3,NY,RENT,35500,Not Verified,0,82,0,8600,92.9,0,debt_consolidation,individual,3300,36,11.99,109.6,Current,2909.13,545.8,390.87,154.93,0
,NA,CA,MORTGAGE,130000,Not Verified,0,NA,0,72800,100,0,medical,individual,15000,36,6.07,456.81,Current,13851.4,1365.37,1148.6,216.77,0
,NA,UT,OWN,56000,Source Verified,0,NA,0,23500,100,0,debt_consolidation,individual,11500,36,5.31,346.27,Current,10310.6,1378.3,1189.4,188.9,0
technical sales rep,1,FL,OWN,150000,Source Verified,1,10,0,63000,97.1,0,credit_card,individual,16500,36,6.07,502.49,Current,15236.55,1501.91,1263.45,238.46,0
pretreatment technician,10,WA,RENT,80000,Source Verified,0,63,1,3600,95.8,1,debt_consolidation,individual,15000,60,19.42,392.59,Current,14385.93,1537.99,614.07,923.92,0
manager - projects,10,NJ,RENT,105000,Verified,0,NA,0,100600,100,0,major_purchase,individual,35000,60,21.85,963.68,Current,34002.9,2848.55,997.1,1851.45,0
hydrologist,10,MN,MORTGAGE,72000,Verified,0,37,0,13400,87.1,0,debt_consolidation,individual,4400,36,14.08,150.56,Current,3997.25,598.8,402.75,196.05,0
lieutenant,10,MA,MORTGAGE,96000,Verified,1,18,0,29800,84.6,0,debt_consolidation,individual,19000,60,18.06,483.1,Current,17984.13,2487.84,1015.87,1471.97,0
autocad ,1,MI,OWN,35300,Source Verified,0,69,0,5300,93.8,0,debt_consolidation,individual,3125,36,10.91,102.18,Current,2749.38,506.31,375.62,130.69,0
office manager,10,IL,MORTGAGE,73000,Not Verified,0,NA,0,65300,100,0,debt_consolidation,individual,20000,60,9.44,419.46,Current,18668.58,2086.81,1331.42,755.39,0
pharmacy technician ,10,IL,OWN,50000,Verified,0,48,0,21200,92.5,0,debt_consolidation,individual,20000,60,12.62,451.19,Current,19021.27,1790.74,978.73,812.01,0
dockworker,3,PA,OWN,70000,Not Verified,0,NA,0,61100,100,0,debt_consolidation,individual,10000,60,9.44,209.73,Current,9469.53,833.68,530.47,303.21,0
sales,7,NC,MORTGAGE,350000,Verified,0,NA,0,81100,100,0,debt_consolidation,individual,35000,36,6.08,1066.04,Current,31418.07,4252.34,3581.93,670.41,0
consulting database specialist,10,OH,RENT,65000,Not Verified,2,4,0,39400,93.9,0,debt_consolidation,individual,14000,36,11.98,464.87,Current,12908.48,1481.36,1091.52,389.84,0
house officer ,3,NY,OWN,85820,Not Verified,0,NA,0,5300,100,0,other,individual,16000,36,9.92,515.68,Current,14840.23,1538.22,1159.77,378.45,0
vp hr,8,KY,MORTGAGE,275000,Source Verified,0,25,0,52500,93.1,0,debt_consolidation,individual,8000,36,13.59,271.84,Current,7262.63,1072.26,737.37,334.89,0
teacher,10,NM,RENT,90000,Not Verified,0,66,1,17200,96.3,1,debt_consolidation,individual,7000,36,10.41,227.23,Current,6496.14,677.64,503.86,173.78,0
shade assembler,5,IN,MORTGAGE,45000,Verified,0,NA,0,13900,100,0,debt_consolidation,joint,24000,60,9.93,509.11,Current,22421.54,2624.99,1578.46,1046.53,0
finance,10,AZ,MORTGAGE,45000,Not Verified,0,NA,0,37700,100,0,debt_consolidation,individual,10000,36,7.97,313.23,Current,9002.87,1248.49,997.13,251.36,0
carpenter,10,NY,RENT,56000,Not Verified,0,NA,0,1900,100,0,debt_consolidation,individual,2500,36,19.42,92.18,Current,2342.31,277.72,157.69,120.03,0
counselor,2,MN,MORTGAGE,58500,Verified,0,29,0,9500,97.8,0,other,individual,25000,60,18.45,640.98,Current,24218.29,1871.69,781.71,1089.98,0
sales manager,0,KY,MORTGAGE,170000,Not Verified,0,NA,0,50700,100,0,home_improvement,individual,5000,36,6.72,153.75,Current,4364.17,765.02,635.83,129.19,0
certified peer specialist,5,VA,MORTGAGE,33427.94,Source Verified,0,NA,0,6600,100,0,debt_consolidation,joint,9000,36,10.91,294.27,Current,8138.56,1171.62,861.44,310.18,0
,NA,PA,RENT,9600,Source Verified,0,27,0,1900,80,0,debt_consolidation,individual,5000,36,17.47,179.44,Current,4675.37,517.22,324.63,192.59,0
medical asst,10,MA,RENT,92000,Not Verified,0,NA,0,23600,100,0,credit_card,individual,10000,36,10.41,324.61,Current,9522.22,643.44,477.78,165.66,0
,NA,NJ,MORTGAGE,12036,Verified,0,82,0,15200,96.4,0,debt_consolidation,joint,1200,36,6.72,36.9,Current,438.66,784.05,761.34,22.71,0
production manager,4,TX,MORTGAGE,49000,Not Verified,0,NA,0,18300,88,0,debt_consolidation,individual,10000,36,9.44,320.05,Current,9023.01,1269.71,976.99,292.72,0
cook,4,NY,RENT,35000,Source Verified,0,NA,0,1300,100,0,debt_consolidation,individual,6000,36,12.61,201.04,Current,5581.66,598.92,418.34,180.58,0
maintenance tech,0,FL,RENT,35000,Not Verified,0,32,0,16200,88.9,0,debt_consolidation,individual,2500,36,7.96,78.3,Current,2376.16,155.49,123.84,31.65,0
cleaner,4,NY,OWN,50000,Verified,0,NA,0,7400,100,0,credit_card,joint,32000,36,10.9,1046.13,Current,30482.2,2167.03,1517.8,649.23,0
pmo manager,10,CA,MORTGAGE,98000,Not Verified,1,4,0,19500,88.5,0,debt_consolidation,individual,28000,60,21.85,770.95,Current,26926.65,2845.88,1073.35,1772.53,0
,NA,TN,RENT,20400,Verified,0,69,0,6500,86.7,0,debt_consolidation,individual,10000,36,7.96,313.18,Current,9504.67,630.79,495.33,135.46,0
manger/barber,10,IL,MORTGAGE,108000,Verified,0,NA,0,91700,100,0,debt_consolidation,individual,35000,60,9.43,733.87,Current,33612.67,2183.27,1387.33,795.94,0
,NA,CO,MORTGAGE,65318.52,Not Verified,0,NA,0,8700,100,0,home_improvement,individual,25000,60,15.04,595.28,Current,24143.51,1744.06,856.49,887.57,0
teacher,10,AL,MORTGAGE,90000,Source Verified,0,28,0,7000,90.9,0,debt_consolidation,individual,15000,60,14.07,349.57,Current,14472.78,1025.26,527.22,498.04,0
auto tech,10,WI,MORTGAGE,52000,Source Verified,0,NA,1,13200,100,1,credit_card,individual,16000,36,10.9,523.07,Current,14856.47,1549.83,1143.53,406.3,0
electronic engineer,8,NY,MORTGAGE,109000,Not Verified,1,22,0,27900,64.3,0,debt_consolidation,individual,20000,36,6.08,609.17,Current,17953.16,2429.92,2046.84,383.08,0
interior concept designer,1,GA,RENT,65000,Source Verified,0,NA,0,23000,100,0,credit_card,individual,10000,36,9.93,322.35,Current,8782.01,1606.23,1217.99,388.24,0
machine operator,1,MN,RENT,55000,Not Verified,0,34,0,9800,80,0,car,individual,10000,36,12.61,335.07,Current,9537.61,663.13,462.39,200.74,0
dock worker,10,PA,MORTGAGE,58000,Not Verified,0,NA,0,29000,100,0,debt_consolidation,individual,15000,60,10.42,321.82,Current,14223.68,1278.6,776.32,502.28,0
assistant,10,MD,MORTGAGE,84000,Source Verified,2,4,0,7900,81.8,0,debt_consolidation,individual,11100,60,30.17,360.29,Current,10672.97,1792.15,427.03,1365.12,0
lead driver,10,GA,RENT,85000,Verified,0,NA,0,11300,95,0,debt_consolidation,individual,24000,60,19.42,628.14,Late (31-120 days),23760.26,602.25,239.74,362.51,0
residential coordinator,1,NJ,OWN,33000,Not Verified,0,58,1,16500,63.6,1,credit_card,individual,1950,36,9.43,62.41,Current,1855.46,123.8,94.54,29.26,0
,NA,CA,MORTGAGE,40000,Verified,0,52,0,7200,83.3,0,debt_consolidation,individual,15000,60,17.47,376.59,Current,14518.41,1115.21,481.59,633.62,0
supervisor ,3,NJ,RENT,46800,Source Verified,0,62,0,26700,95.8,0,house,individual,8000,36,7.34,248.27,Current,7398.32,741.55,601.68,139.87,0
assistant registrar-graduation,10,SC,RENT,48000,Not Verified,0,NA,1,7500,100,1,debt_consolidation,individual,8500,36,7.96,266.21,Current,7866.34,791.11,633.66,157.45,0
assistant to internet director,4,TX,MORTGAGE,67764,Source Verified,0,NA,1,13100,100,1,debt_consolidation,individual,12000,36,13.58,407.69,Current,11175.06,1214.02,824.94,389.08,0
family skill specialist,4,CA,OWN,26000,Verified,0,NA,0,48500,100,0,credit_card,joint,24000,60,9.43,503.23,Current,23048.67,1497.12,951.33,545.79,0
head of shopper engagement,3,IL,MORTGAGE,245000,Verified,0,NA,1,58000,100,0,debt_consolidation,individual,12475,60,21.85,343.49,Current,12120.3,1015.33,354.7,660.63,0
shipping & receiving,2,OH,RENT,45000,Not Verified,0,NA,1,14500,100,1,credit_card,individual,11500,60,21.85,316.64,Current,11172.37,935.96,327.63,608.33,0
